time_ps,DeltaT_mean_K,DeltaT_SEM_K,Integral_DeltaT_Kps,Q_hot_mean_eV,Q_cold_mean_eV,Q_sym_mean_eV,Q_sym_SEM_eV,T_all_mean_K,fit_mask,Q_sym_fit_eV
351.0,1.449768303383027,0.7430912845849424,3530.6515499397424,30.72020869060784,30.71787610495976,30.719042397783802,0.579170823663678,300.0364728025682,0,nan
351.5,1.4663996975684426,0.8311325368795763,3531.38059193998,30.647063585978138,30.64477713766064,30.64592036181939,0.5831939544013081,299.8878141473241,0,nan
352.0,1.534757397691203,0.922539537499231,3532.130881213795,30.717675262897092,30.715347278250373,30.716511270573733,0.5753764519030475,300.0045095300112,0,nan
352.5,1.320870163066661,0.8784274690603487,3532.8447881039842,30.75839947408308,30.756171386725146,30.757285430404114,0.5719350726768456,299.9156135653567,0,nan
353.0,2.00499984688185,0.7732937815968792,3533.6762556064714,30.716297719741032,30.7139008411752,30.715099280458116,0.574912210804603,300.17052876756236,0,nan
353.5,1.1881688381221067,0.8645466084529224,3534.4745477777224,30.893855928835684,30.891465011725266,30.892660470280475,0.5732158902551499,299.998019663631,0,nan
354.0,1.4657270169080647,0.7529213962563892,3535.13802174148,30.928672502222433,30.92624932365652,30.927460912939477,0.5588000565476029,300.16423297106365,0,nan
354.5,1.6433782800609493,0.8853867225411605,3535.9152980657223,30.829684872859843,30.8272448685746,30.82846487071722,0.5671726235764266,300.15255773508295,0,nan
355.0,1.6799804520468116,0.9216386459727139,3536.7461377487493,30.741181240492416,30.738763690959605,30.73997246572601,0.5834502792150691,300.0784212952746,0,nan
355.5,1.399569976231615,0.8963400062150119,3537.516025355819,30.899510189914327,30.897090223305533,30.898300206609928,0.5869055787849178,299.98302527118886,0,nan
356.0,1.296517235944495,0.9223701603893902,3538.190047158863,30.969085268674462,30.966653560950363,30.967869414812412,0.5679077406967201,299.9901894552454,0,nan
356.5,1.233143781714648,0.8865911755073232,3538.8224624132777,30.9407534496499,30.938305649844914,30.93952954974741,0.5927716453721326,300.2029815915844,0,nan
357.0,1.1514716953760853,0.8869452110161391,3539.4186162825504,30.948325026916837,30.94588904093471,30.94710703392577,0.5872937542802182,300.1643382821988,0,nan
357.5,1.046905942775038,0.8233192006831992,3539.968210692088,31.14304283245333,31.140591521080022,31.141817176766676,0.5764365418150639,300.1473549645436,0,nan
358.0,1.481832104229602,0.8895208914365984,3540.6003952038395,30.949333341168312,30.946757633775086,30.9480454874717,0.5843337497544531,300.0677031368672,0,nan
358.5,1.1866767900228836,0.9359879678404749,3541.2675224274026,31.05068803376962,31.04811114484564,31.049399589307633,0.5919951136687743,300.25036632921825,0,nan
359.0,1.185514397736452,0.9766334029307795,3541.8605702243426,31.08571432961776,31.083261105249584,31.08448771743367,0.5635401018831491,300.0846982953763,0,nan
359.5,0.5548838226699019,0.8781144578014632,3542.2956697794443,30.98896217654997,30.98654093370478,30.987751555127375,0.5452447826690315,299.8615170863831,0,nan
360.0,1.3040294554147949,0.8811775904149965,3542.7603980989657,30.974622276572838,30.972179352125387,30.973400814349112,0.5579628512775168,300.143701930481,0,nan
360.5,0.7871686694677322,0.8546000218870045,3543.2831976301864,30.987356594620223,30.984952244229497,30.98615441942486,0.546242331754143,299.95865704123736,0,nan
361.0,1.1040373015007503,0.8351896052201192,3543.7559991229286,30.94459605567863,30.942325240089485,30.94346064788406,0.510047974002917,299.80290996712495,0,nan
361.5,1.574275855670996,0.8965326841058949,3544.4255774122216,30.99456579464104,30.992158833709617,30.99336231417533,0.5433477329238844,300.13898155724,0,nan
362.0,1.3499179916369939,0.8110988055715336,3545.1566258740486,30.959801255235288,30.957325456725265,30.958563355980278,0.5235689221788491,300.2093841275895,0,nan
362.5,1.4010305670895549,0.8108076304021534,3545.8443630137303,30.954140481046306,30.951726977515317,30.95293372928081,0.5626357371383407,299.97407099023496,0,nan
363.0,1.0792517360177611,0.8379454833468023,3546.4644335895073,30.91197601350609,30.909503401744587,30.91073970762534,0.5402223618176253,300.0137325331578,0,nan
363.5,1.1364416988409574,0.8117075759971474,3547.018356948222,30.752453231696062,30.750091841909853,30.751272536802958,0.56921586012307,299.85663097388493,0,nan
364.0,1.267599938678103,0.8371898197615506,3547.6193673576017,30.741596031344624,30.73929766215406,30.740446846749343,0.5832370954616054,299.8752547355423,0,nan
364.5,1.3392166640480467,0.9215479059775569,3548.271071508283,30.83200424566571,30.829634621145487,30.8308194334056,0.5587933018549867,300.12377431732415,0,nan
365.0,1.2211648282133496,0.9651273430045125,3548.9111668813484,30.82415942446214,30.821788159055178,30.82297379175866,0.5907910515830128,299.8351024279422,0,nan
365.5,1.5378668139686908,0.9459912576120818,3549.600924791894,30.680623849804487,30.67819624895019,30.67941004937734,0.6012211672489379,299.88649675080063,0,nan
366.0,1.5299153056515138,0.8664244978267022,3550.3678703217993,30.778101184053366,30.775624431919642,30.776862807986504,0.6077877778078011,300.0313087052215,0,nan
366.5,1.4242703278728073,1.01572158646025,3551.10641673018,30.94257605811431,30.940223489120218,30.941399773617263,0.5829378747274155,300.0119190742532,0,nan
367.0,1.4960391452672526,0.7878595488421373,3551.836494098465,30.84936932309656,30.846985325019887,30.848177324058224,0.5844802045792076,300.044202743062,0,nan
367.5,1.5356449947966921,0.8457640926881654,3552.594415133481,30.847562259488903,30.84524289805031,30.846402578769606,0.5548957980077552,299.900621342079,0,nan
368.0,1.7378392806108536,0.7137792457954061,3553.412786202333,30.796003523381387,30.793636111524755,30.79481981745307,0.5297971852555752,300.1206786726527,0,nan
368.5,1.282936545390956,0.8585770622229961,3554.1679801588334,30.82060223480744,30.81827280440557,30.819437519606502,0.5051458020108753,299.893978132778,0,nan
369.0,1.3416817893865072,0.7390404373930882,3554.824134742528,30.77808980466448,30.775706338865348,30.77689807176491,0.5499802217303226,300.022119781912,0,nan
369.5,1.7151054109438575,0.6183249821264538,3555.5883315426104,30.656889272717855,30.65447178696031,30.65568052983908,0.5679358749899136,300.025537478398,0,nan
370.0,1.4051756728187654,0.6709663349478534,3556.368401813551,30.55472758353094,30.552354242521325,30.553540913026133,0.5387842846108553,299.9243291145681,0,nan
370.5,2.332083529403397,0.7404835661934587,3557.3027166141064,30.560518856960517,30.558126956909472,30.559322906934995,0.5655251900450056,300.04348465451557,0,nan
371.0,1.443309369122599,0.6972333775726893,3558.246564838738,30.792180629054748,30.789875935298916,30.791028282176832,0.5437711420289217,299.7051375599368,0,nan
371.5,1.9853541511548514,0.804312699155672,3559.103730718807,30.756174125988263,30.75375640556922,30.754965265778743,0.5140777737059625,300.0586470706256,0,nan
372.0,1.4616867639995519,0.6162830394716672,3559.9654909475958,30.65792521723706,30.655465312244996,30.65669526474103,0.5281641624064227,300.0015643213462,0,nan
372.5,1.7499606535868026,0.7593142763837027,3560.768402801992,30.717996872473122,30.71545346356579,30.716725168019458,0.5519737825110125,300.11322972713873,0,nan
