Time  E_hot  E_cold
0  0  0
1000  -0.0111043615027695  1.03112896174485
2000  3.40660559977398  0.0948895460083166
3000  0.766892656325217  -2.21960547448853
4000  -0.483784139335509  1.73180843351405
5000  1.3793053622976  -0.66848170199939
6000  0.942419039339123  0.38934505354414
7000  0.922072507694968  2.55292314127015
8000  -3.62796833745936  0.442339847552058
9000  -0.915576435590276  0.956394622402138
10000  -2.63120681415682  -0.571907851739101
11000  -3.90959730834524  -1.13908622799462
12000  -4.12423004005985  -0.191371526733721
13000  -7.05188571485583  1.64499768454326
14000  -4.21850078061418  -0.441582228592591
15000  -5.37288262272894  2.24782654997265
16000  -6.64067362166993  1.28476155686818
17000  -8.21432933508285  1.93600749325313
18000  -7.49749202752416  2.40745414560941
19000  -6.66722273469635  4.09895947528986
20000  -6.80327464996763  4.38771162948785
21000  -7.14360327407826  4.03838771057614
22000  -6.87047713422315  6.11097534357548
23000  -10.5665214130963  9.83752623325421
24000  -11.0801145879377  8.64165051163781
25000  -9.20417980743771  10.2687262948227
26000  -9.46562406363047  8.45733340978874
27000  -13.6795959275839  9.60004040632365
28000  -16.3835073249692  8.78970785827981
29000  -14.785713411705  8.90215089907491
30000  -17.0463586540217  10.420022566323
31000  -15.3508222736153  9.05209966458557
32000  -15.4379127803353  8.80033859205462
33000  -15.5206840131483  10.3425312930252
34000  -15.1532331200508  10.6473345355306
35000  -16.6244239106882  10.4621130332269
36000  -14.5866988150248  10.8534579133048
37000  -17.2439427865812  12.5244328166861
38000  -18.2123319877769  15.0628098538338
39000  -18.8396569446337  13.1503333942279
40000  -17.8491522731897  14.3431727173436
41000  -19.1353793109047  15.3588690551234
42000  -19.7942392898051  15.0380027090933
43000  -19.3157259902878  15.8944795015494
44000  -20.4976778709771  17.5392534200874
45000  -20.8324546277175  20.0372432681045
46000  -19.8887308193178  14.6326486162069
47000  -20.4558466037242  17.1505408970588
48000  -23.2231204714027  16.1681465079863
49000  -22.9909035408403  18.1872251303656
50000  -23.8415592337786  15.7545769760841
51000  -22.1917066346107  15.6251948335867
52000  -22.3089473318517  17.6552091054157
53000  -25.0930689358023  18.9098379548488
