# h-AlN/h-MoS2 thermostat-free NVE interfacial thermal relaxation
# Step time_ps T_MoS2_K T_AlN_K T_all_K E_MoS2_eV E_AlN_eV Etotal_eV PEtotal_eV KEtotal_eV E_LJ_eV Area_A2 Gap_A RMS_upperS_A RMS_AlN_A Epartition_error_eV Natoms T0_target_K DT0_target_K CHI LJMODE_code HOT_code SEED T_MoS2_target_K T_AlN_target_K N_MoS2 N_AlN
0                     0       316.15864064775       267.80776450008       298.83070534212      -8116.8331221656      -24275.723021988      -32392.556144154      -32809.070010121       416.51386596698      -265.22989861408       19451.936377515       3.7716252225997       2.1038270318991       2.1012300067868  -4.7293724492192e-11                 10784                   300                    50                     1                     0                     0               1333337       317.95252225519       267.95252225519                  6912                  3872
100                  0.05       319.04402039555        267.5151451118       300.56851472811        -8117.14786782      -24275.407485006      -32392.555352826      -32811.491398618       418.93604579232       -264.8431566718       19451.936377515        3.771835966674       2.1063245491886       2.1011636795045  -5.0931703299284e-11                 10784                   300                    50                     1                     0                     0               1333337       317.95252225519       267.95252225519                  6912                  3872
200                   0.1       318.74924994208       267.89715866671       300.51815037433      -8117.0762542121       -24275.48152601      -32392.557780222      -32811.423627567       418.86584734441      -264.32533348166       19451.936377515       3.7686407763137       2.1071604509866       2.1037476174926                     0                 10784                   300                    50                     1                     0                     0               1333337       317.95252225519       267.95252225519                  6912                  3872
300                  0.15       316.66917357849       265.57344967965       298.34967108746      -8116.9826073228      -24275.573180712      -32392.555788035      -32808.399182617       415.84339458138      -263.85568041642       19451.936377515       3.7687426901737       2.1067891017316       2.1084346122216   1.0913936421275e-11                 10784                   300                    50                     1                     0                     0               1333337       317.95252225519       267.95252225519                  6912                  3872
400                   0.2       318.87977902459       268.28802982578       300.73653131386      -8117.1352705361      -24275.421400853      -32392.556671389      -32811.726900739       419.17022934986      -264.26384686421       19451.936377515       3.7654338449985       2.1075795988678       2.1124136767995                     0                 10784                   300                    50                     1                     0                     0               1333337       317.95252225519       267.95252225519                  6912                  3872
500                  0.25       315.86998132692       268.82710085208       298.99923175509      -8117.4882567821      -24275.066431517      -32392.554688299      -32809.303448427       416.74876012788      -264.25321872203       19451.936377515        3.763761392398       2.1064867818762       2.1162133762521   1.8189894035459e-11                 10784                   300                    50                     1                     0                     0               1333337       317.95252225519       267.95252225519                  6912                  3872
600                   0.3       316.65155749803       272.32999973707       300.75632619057      -8117.7491551912      -24274.809680396      -32392.558835588      -32811.756655277       419.19781968939       -264.7497054674       19451.936377515       3.7653075412124       2.1083706100091        2.118438704825   4.0017766878009e-11                 10784                   300                    50                     1                     0                     0               1333337       317.95252225519       267.95252225519                  6912                  3872
700                  0.35       317.66689198578         263.556877181       298.25678312791      -8117.5034954896      -24275.050979097      -32392.554474587      -32808.268400802       415.71392621536      -264.41009820438       19451.936377515       3.7649535351665       2.1103780425817       2.1197348521117   1.0913936421275e-11                 10784                   300                    50                     1                     0                     0               1333337       317.95252225519       267.95252225519                  6912                  3872
800                   0.4       317.24873269716       269.74468303346       300.21077205518      -8117.8997222984      -24274.658702501        -32392.5584248       -32810.99584451       418.43741971053       -264.3727373419       19451.936377515       3.7671541765988       2.1086116332149       2.1208983751689   5.0931703299284e-11                 10784                   300                    50                     1                     0                     0               1333337       317.95252225519       267.95252225519                  6912                  3872
900                  0.45       319.70255102394       271.14338332464        302.2885263891      -8118.0960158432      -24274.460550936      -32392.556566779      -32813.889985712       421.33341893243      -264.47451599626       19451.936377515       3.7678255778655       2.1115031388591       2.1193188495314   9.0949470177293e-11                 10784                   300                    50                     1                     0                     0               1333337       317.95252225519       267.95252225519                  6912                  3872
1000                   0.5       316.70961149344       268.90756739664       299.56596111461      -8118.1742124213      -24274.382224013      -32392.556436434      -32810.095110826       417.53867439127      -264.20898379101       19451.936377515       3.7691350397476       2.1131529735703       2.1175153958163  -7.2759576141834e-12                 10784                   300                    50                     1                     0                     0               1333337       317.95252225519       267.95252225519                  6912                  3872
1100                  0.55       315.95366228563       265.87880672391       297.99313597143      -8118.3300731476      -24274.224545979      -32392.554619127      -32807.901070734       415.34645160706      -264.67505531533       19451.936377515       3.7725573849377       2.1136846854135       2.1143675997284  -6.9121597334743e-11                 10784                   300                    50                     1                     0                     0               1333337       317.95252225519       267.95252225519                  6912                  3872
