# h-AlN/h-MoS2 thermostat-free NVE interfacial thermal relaxation
# Step time_ps T_MoS2_K T_AlN_K T_all_K E_MoS2_eV E_AlN_eV Etotal_eV PEtotal_eV KEtotal_eV E_LJ_eV Area_A2 Gap_A RMS_upperS_A RMS_AlN_A Epartition_error_eV Natoms T0_target_K DT0_target_K CHI LJMODE_code HOT_code SEED T_MoS2_target_K T_AlN_target_K N_MoS2 N_AlN
0                     0       319.59378133496        262.3675037055       299.08082404417      -8115.4052596733      -24280.724518361      -32396.129778034      -32812.992262486       416.86248445122      -264.83090426907       19451.936377515       3.7749846434373       2.1783182836781         2.17614639975  -6.1845639720559e-11                 10784                   300                    50                     1                     0                     0               4666663       317.95252225519       267.95252225519                  6912                  3872
100                  0.05        320.8727146792       256.55060204275       297.80693847567      -8115.3857579514      -24280.740921007      -32396.126678958      -32811.213606235       415.08692727637      -264.23242893397       19451.936377515       3.7723630413865       2.1756762327518       2.1763974402896  -3.2741809263825e-11                 10784                   300                    50                     1                     0                     0               4666663       317.95252225519       267.95252225519                  6912                  3872
200                   0.1       323.92420133101       262.61330523752       301.93275117653      -8115.3333842398      -24280.795610307      -32396.128994547      -32816.966529668       420.83753512078      -264.46795882754       19451.936377515       3.7715326205723       2.1753891384731       2.1767253912539   -2.182787284255e-11                 10784                   300                    50                     1                     0                     0               4666663       317.95252225519       267.95252225519                  6912                  3872
300                  0.15       318.71278028457       263.84899337856       299.03413215129       -8115.679341926      -24280.450519225      -32396.129861151      -32812.927265875       416.79740472392      -265.01604816322       19451.936377515       3.7702627894978       2.1763730832748       2.1767495963918                     0                 10784                   300                    50                     1                     0                     0               4666663       317.95252225519       267.95252225519                  6912                  3872
400                   0.2       314.87849099983       257.05170424999       294.13629172222      -8116.0137375458      -24280.110980886      -32396.124718432      -32806.095453689       409.97073525678      -265.19062757109       19451.936377515       3.7655400231054       2.1735441900283       2.1777855618199   4.0017766878009e-11                 10784                   300                    50                     1                     0                     0               4666663       317.95252225519       267.95252225519                  6912                  3872
500                  0.25       317.85789641909       262.21332861572       297.89420709953      -8116.1472255003      -24279.978948777      -32396.126174277      -32811.334737621       415.20856334406      -264.98761613395       19451.936377515       3.7634500691588       2.1734898529065       2.1785991241055  -4.0017766878009e-11                 10784                   300                    50                     1                     0                     0               4666663       317.95252225519       267.95252225519                  6912                  3872
600                   0.3        318.9388851076       267.01235545032       300.29812820271      -8116.0795758806      -24280.052233285      -32396.131809165      -32814.690986935       418.55917776977      -264.61686768001       19451.936377515       3.7614288286601       2.1731364336402       2.1793808768134  -5.0931703299284e-11                 10784                   300                    50                     1                     0                     0               4666663       317.95252225519       267.95252225519                  6912                  3872
700                  0.35       314.76281691961       262.49341241859       295.99472705128      -8116.1161130302       -24280.01006551       -32396.12617854      -32808.687223527       412.56104498641      -265.30963952512       19451.936377515       3.7610265373511       2.1716407461561       2.1793933953632                     0                 10784                   300                    50                     1                     0                     0               4666663       317.95252225519       267.95252225519                  6912                  3872
800                   0.4       316.25323049956       262.18818582159       296.84206147106      -8116.0217037242      -24280.102925086       -32396.12462881        -32809.8666988       413.74206999033      -264.86327807788       19451.936377515       3.7627855870346       2.1725162261962       2.1777787752392  -1.8189894035459e-11                 10784                   300                    50                     1                     0                     0               4666663       317.95252225519       267.95252225519                  6912                  3872
900                  0.45       316.22090098686       265.16140676364       297.89337694116      -8115.8699934094      -24280.260425211      -32396.130418621       -32811.33782488       415.20740625923      -264.90031830866       19451.936377515       3.7644091424749       2.1709733498619       2.1750045599441  -5.0931703299284e-11                 10784                   300                    50                     1                     0                     0               4666663       317.95252225519       267.95252225519                  6912                  3872
